Dirt,(-86.50, 0.00, -3.50)
Dirt,(-87.50, 0.00, -3.50)
Dirt,(-88.50, 0.00, -3.50)
Dirt,(-88.50, 0.00, -4.50)
Dirt,(-89.50, 0.00, -4.50)
Dirt,(-90.50, 0.00, -4.50)
Dirt,(-90.50, 0.00, -5.50)
Dirt,(-90.50, 0.00, -6.50)
Dirt,(-90.50, 0.00, -7.50)
Dirt,(-90.50, 0.00, -8.50)
Dirt,(-90.50, 0.00, -9.50)
Dirt,(-90.50, 0.00, -10.50)
Dirt,(-90.50, 0.00, -11.50)
Dirt,(-90.50, 0.00, -12.50)
Dirt,(-90.50, 0.00, -13.50)
Dirt,(-89.50, 0.00, -13.50)
Dirt,(-89.50, 0.00, -14.50)
Dirt,(-89.50, 0.00, -15.50)
Dirt,(-88.50, 0.00, -15.50)
Dirt,(-88.50, 0.00, -16.50)
Dirt,(-88.50, 0.00, -17.50)
Dirt,(-87.50, 0.00, -18.50)
Dirt,(-87.50, 0.00, -19.50)
Dirt,(-87.50, 0.00, -20.50)
Dirt,(-87.50, 0.00, -21.50)
Dirt,(-87.50, 0.00, -22.50)
Dirt,(-87.50, 0.00, -23.50)
Dirt,(-86.50, 0.00, -23.50)
Dirt,(-86.50, 0.00, -24.50)
Dirt,(-86.50, 0.00, -25.50)
Dirt,(-86.50, 0.00, -26.50)
Dirt,(-86.50, 0.00, -27.50)
Dirt,(-86.50, 0.00, -28.50)
Dirt,(-86.50, 0.00, -29.50)
Dirt,(-86.50, 0.00, -30.50)
Dirt,(-86.50, 0.00, -31.50)
Dirt,(-87.50, 0.00, -31.50)
Dirt,(-87.50, 0.00, -32.50)
Dirt,(-87.50, 0.00, -33.50)
Dirt,(-87.50, 0.00, -34.50)
Dirt,(-87.50, 0.00, -35.50)
Dirt,(-88.50, 0.00, -35.50)
Dirt,(-88.50, 0.00, -36.50)
Dirt,(-88.50, 0.00, -37.50)
Dirt,(-88.50, 0.00, -38.50)
Dirt,(-89.50, 0.00, -38.50)
Dirt,(-89.50, 0.00, -39.50)
Dirt,(-89.50, 0.00, -40.50)
Dirt,(-90.50, 0.00, -40.50)
Dirt,(-90.50, 0.00, -41.50)
Dirt,(-90.50, 0.00, -42.50)
Dirt,(-90.50, 0.00, -43.50)
Dirt,(-91.50, 0.00, -43.50)
Dirt,(-91.50, 0.00, -44.50)
Dirt,(-91.50, 0.00, -45.50)
Dirt,(-91.50, 0.00, -46.50)
Dirt,(-91.50, 0.00, -47.50)
Dirt,(-91.50, 0.00, -48.50)
Dirt,(-90.50, 0.00, -48.50)
Dirt,(-90.50, 0.00, -49.50)
Dirt,(-89.50, 0.00, -49.50)
Dirt,(-89.50, 0.00, -50.50)
Dirt,(-88.50, 0.00, -50.50)
Dirt,(-88.50, 0.00, -51.50)
Dirt,(-87.50, 0.00, -51.50)
Dirt,(-86.50, 0.00, -51.50)
Dirt,(-86.50, 0.00, -52.50)
Dirt,(-85.50, 0.00, -52.50)
Dirt,(-84.50, 0.00, -52.50)
Dirt,(-84.50, 0.00, -53.50)
Dirt,(-83.50, 0.00, -53.50)
Dirt,(-82.50, 0.00, -53.50)
Dirt,(-81.50, 0.00, -53.50)
Dirt,(-80.50, 0.00, -53.50)
Dirt,(-79.50, 0.00, -53.50)
Dirt,(-78.50, 0.00, -53.50)
Dirt,(-77.50, 0.00, -53.50)
Dirt,(-76.50, 0.00, -53.50)
Dirt,(-75.50, 0.00, -53.50)
Dirt,(-74.50, 0.00, -53.50)
Dirt,(-73.50, 0.00, -53.50)
Dirt,(-72.50, 0.00, -53.50)
Dirt,(-72.50, 0.00, -52.50)
Dirt,(-71.50, 0.00, -52.50)
Dirt,(-70.50, 0.00, -52.50)
Dirt,(-70.50, 0.00, -51.50)
Dirt,(-69.50, 0.00, -51.50)
Dirt,(-68.50, 0.00, -50.50)
Dirt,(-67.50, 0.00, -50.50)
Dirt,(-67.50, 0.00, -49.50)
Dirt,(-66.50, 0.00, -49.50)
Dirt,(-65.50, 0.00, -49.50)
Dirt,(-65.50, 0.00, -48.50)
Dirt,(-64.50, 0.00, -48.50)
Dirt,(-63.50, 0.00, -48.50)
Dirt,(-63.50, 0.00, -47.50)
Dirt,(-62.50, 0.00, -47.50)
Dirt,(-61.50, 0.00, -47.50)
Dirt,(-61.50, 0.00, -46.50)
Dirt,(-60.50, 0.00, -46.50)
Dirt,(-60.50, 0.00, -45.50)
Dirt,(-59.50, 0.00, -45.50)
Dirt,(-59.50, 0.00, -44.50)
Dirt,(-58.50, 0.00, -44.50)
Dirt,(-58.50, 0.00, -43.50)
Dirt,(-58.50, 0.00, -42.50)
Dirt,(-57.50, 0.00, -42.50)
Dirt,(-57.50, 0.00, -41.50)
Dirt,(-56.50, 0.00, -41.50)
Dirt,(-56.50, 0.00, -40.50)
Dirt,(-56.50, 0.00, -39.50)
Dirt,(-55.50, 0.00, -39.50)
Dirt,(-55.50, 0.00, -38.50)
Dirt,(-54.50, 0.00, -38.50)
Dirt,(-54.50, 0.00, -37.50)
Dirt,(-54.50, 0.00, -36.50)
Dirt,(-54.50, 0.00, -35.50)
Dirt,(-53.50, 0.00, -35.50)
Dirt,(-53.50, 0.00, -34.50)
Dirt,(-53.50, 0.00, -33.50)
Dirt,(-52.50, 0.00, -33.50)
Dirt,(-52.50, 0.00, -32.50)
Dirt,(-52.50, 0.00, -31.50)
Dirt,(-51.50, 0.00, -30.50)
Dirt,(-51.50, 0.00, -29.50)
Dirt,(-50.50, 0.00, -28.50)
Dirt,(-50.50, 0.00, -27.50)
Dirt,(-50.50, 0.00, -26.50)
Dirt,(-49.50, 0.00, -26.50)
Dirt,(-49.50, 0.00, -25.50)
Dirt,(-49.50, 0.00, -24.50)
Dirt,(-49.50, 0.00, -23.50)
Dirt,(-49.50, 0.00, -22.50)
Dirt,(-49.50, 0.00, -21.50)
Dirt,(-49.50, 0.00, -20.50)
Dirt,(-49.50, 0.00, -19.50)
Dirt,(-49.50, 0.00, -18.50)
Dirt,(-49.50, 0.00, -17.50)
Dirt,(-49.50, 0.00, -16.50)
Dirt,(-49.50, 0.00, -15.50)
Dirt,(-49.50, 0.00, -14.50)
Dirt,(-48.50, 0.00, -14.50)
Dirt,(-48.50, 0.00, -13.50)
Dirt,(-48.50, 0.00, -12.50)
Dirt,(-48.50, 0.00, -11.50)
Dirt,(-48.50, 0.00, -10.50)
Dirt,(-47.50, 0.00, -10.50)
Dirt,(-47.50, 0.00, -9.50)
Dirt,(-47.50, 0.00, -8.50)
Dirt,(-47.50, 0.00, -7.50)
Dirt,(-48.50, 0.00, -7.50)
Dirt,(-48.50, 0.00, -6.50)
Dirt,(-48.50, 0.00, -5.50)
Dirt,(-48.50, 0.00, -4.50)
Dirt,(-49.50, 0.00, -4.50)
Dirt,(-49.50, 0.00, -3.50)
Dirt,(-50.50, 0.00, -3.50)
Dirt,(-50.50, 0.00, -2.50)
Dirt,(-51.50, 0.00, -2.50)
Dirt,(-51.50, 0.00, -1.50)
Dirt,(-52.50, 0.00, -1.50)
Dirt,(-53.50, 0.00, -0.50)
Dirt,(-54.50, 0.00, -0.50)
Dirt,(-54.50, 0.00, 0.50)
Dirt,(-55.50, 0.00, 0.50)
Dirt,(-56.50, 0.00, 0.50)
Dirt,(-56.50, 0.00, 1.50)
Dirt,(-57.50, 0.00, 1.50)
Dirt,(-57.50, 0.00, 2.50)
Dirt,(-58.50, 0.00, 2.50)
