BrickTextures,(4.50, 0.00, 1.50)
BrickTextures,(3.50, 0.00, 3.50)
BrickTextures,(1.50, 0.00, 4.50)
BrickTextures,(-2.50, 0.00, 6.50)
BrickTextures,(-3.50, 0.00, 6.50)
BrickTextures,(-4.50, 0.00, 7.50)
BrickTextures,(-6.50, 0.00, 7.50)
BrickTextures,(-14.50, 0.00, 8.50)
BrickTextures,(-16.50, 0.00, 8.50)
BrickTextures,(-18.50, 0.00, 8.50)
BrickTextures,(-20.50, 0.00, 8.50)
BrickTextures,(-20.50, 0.00, 7.50)
BrickTextures,(-27.50, 0.00, 3.50)
BrickTextures,(-27.50, 0.00, 2.50)
BrickTextures,(-29.50, 0.00, -0.50)
BrickTextures,(-30.50, 0.00, -3.50)
BrickTextures,(-31.50, 0.00, -4.50)
BrickTextures,(-31.50, 0.00, -6.50)
BrickTextures,(-31.50, 0.00, -7.50)
BrickTextures,(-34.50, 0.00, -6.50)
BrickTextures,(-33.50, 0.00, -6.50)
BrickTextures,(-32.50, 0.00, 1.50)
BrickTextures,(-32.50, 0.00, 2.50)
BrickTextures,(-30.50, 0.00, 2.50)
BrickTextures,(-27.50, 0.00, 4.50)
BrickTextures,(-25.50, 0.00, 7.50)
BrickTextures,(-24.50, 0.00, 7.50)
BrickTextures,(-29.50, 0.00, 4.50)
BrickTextures,(-30.50, 0.00, 4.50)
BrickTextures,(-31.50, 0.00, 4.50)
BrickTextures,(-25.50, 0.00, 3.50)
BrickTextures,(-23.50, 0.00, 4.50)
BrickTextures,(-22.50, 0.00, 8.50)
BrickTextures,(-19.50, 0.00, 9.50)
BrickTextures,(-16.50, 0.00, 10.50)
BrickTextures,(-17.50, 0.00, 11.50)
BrickTextures,(-20.50, 0.00, 10.50)
BrickTextures,(-16.50, 0.00, 12.50)
BrickTextures,(-13.50, 0.00, 12.50)
BrickTextures,(-12.50, 0.00, 11.50)
BrickTextures,(-13.50, 0.00, 11.50)
BrickTextures,(-12.50, 0.00, 10.50)
BrickTextures,(-9.50, 0.00, 9.50)
BrickTextures,(-13.50, 0.00, 9.50)
